exhibitor_name,domain,contact_number,mail,location,country,booth_no,desc,linkedin_url,city,profile_url,event_source,event_year,profile_checked
LES PRODUIT DE LA VIE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LES-PRODUIT-DE-LA-VIE,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LES TISSUS DU CHIEN VERT,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 G054,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LES-TISSUS-DU-CHIEN-VERT-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LEYAN STUDIO,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LEYAN-STUDIO-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LILI BOHÊME,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LILI-BOHEME-4,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LILYWOOLS,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LILYWOOLS-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LIN KIT L AUTRE,pourlamourdufil.com,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 J028,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LIN-KIT-L-AUTRE-5,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LIN OU L'AUTRE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LIN-OU-L-AUTRE-4,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LISE TAILOR,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 G039,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LISE-TAILOR-5,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LIVADENN,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LIVADENN-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LOLILAFEE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 H026,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LOLILAFEE-6,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LOR CRÉATION,,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LOR-CREATION,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LU STUDIO,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 C043,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LU-STUDIO,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
MADEINESTEL,tiktok.com,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 K051,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/MADEINESTEL-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
MAELI,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 H048,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/MAELI-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
MAISON BLOOM MOOD,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 G029,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/MAISON-BLOOM-MOOD-4,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
Maison Broderie,etsy.com,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/Maison-Broderie,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
MAISON CAMOMILLE,maison-camomille.fr,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 K056,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/MAISON-CAMOMILLE-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
MAISON COQUILLE,piuimprese.it,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 B032,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/MAISON-COQUILLE,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
MAISON ESSENTIELLE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 H025,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/MAISON-ESSENTIELLE,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
MAISON FAUVE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 G030,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/MAISON-FAUVE-5,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
MAISON JOLIETTE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 B039,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/MAISON-JOLIETTE-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
MAISON POUIC,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 J058,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/MAISON-POUIC-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
MAISON POULETTE,pourlamourdufil.com,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 J038,,https://fr.linkedin.com/in/marion-pestre-couture,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/MAISON-POULETTE-5,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
MAISON SEPTEMBRE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/MAISON-SEPTEMBRE-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
MALICIEUSE,stpalaissurmer.fr,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/MALICIEUSE-4,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
MANGO EDITIONS,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 E033,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/MANGO-EDITIONS-4,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
MANOKITKOOL,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 B040,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/MANOKITKOOL-4,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
MAOLI,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 A023,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/MAOLI-6,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
Marmaï Couture,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/Marmai-Couture,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
MARS-ELLE,festivaldufil.be,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/MARS-ELLE-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
Martho bijoux,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/Martho-bijoux,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
MATTHIEU PICARD,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/MATTHIEU-PICARD,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
Mercerie M'Toinette,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 K044,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/Mercerie-M-Toinette,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
MILIE DENTELLE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/MILIE-DENTELLE-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
Mimi Yéti,,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/Mimi-Yeti,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
mimou PARIS,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/mimou-PARIS-4,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
MiniMâle,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 K034,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/MiniMale-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
MIYAKO,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 J054,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/MIYAKO-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
MOI JE COUDS,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 K048,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/MOI-JE-COUDS,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
MONDIAL TISSUS,mondialtissus.fr,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/MONDIAL-TISSUS-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
MONO JAPANESE ART,japantoursfestival.com,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/MONO-JAPANESE-ART-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
MORELFILSHOP,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/MORELFILSHOP-4,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
MOTIF PERSONNEL,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 G033,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/MOTIF-PERSONNEL-6,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
MUSÉE DE LA NACRE ET DE LA TABLETTERIE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/MUSEE-DE-LA-NACRE-ET-DE-LA-TABLETTERIE-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
MY 365,tiktok.com,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 D028,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/MY-365-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
My Scoby,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/My-Scoby,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
NACR’ATTITUDE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 L055,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/NACR'ATTITUDE,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
Nany Craft Shop,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 C038,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/Nany-Craft-Shop,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
NEELAM,neelam.fr,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 L028,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/NEELAM-5,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
NOTCHES PATTERNS,,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/NOTCHES-PATTERNS-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
Nuido France,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/Nuido-France,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
NUNO TISSUS JAPONAIS,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/NUNO-TISSUS-JAPONAIS-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
Nusya Bijoux,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/Nusya-Bijoux-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
O'FIL DES REVERIES DE NANA,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 A034,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/O-FIL-DES-REVERIES-DE-NANA,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
OCTARINE AQUARELLE / DOUCEUR COLORÉE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 C026,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/OCTARINE-AQUARELLE-DOUCEUR-COLOREE,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
OCTOPUS CREATIONS,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/OCTOPUS-CREATIONS-4,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
ODILE BAILLOEUIL,kreatiss.com,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/ODILE-BAILLOEUIL,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
OLGA KALI ART,,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/OLGA-KALI-ART-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
OLJA,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 F060,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/OLJA-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
On s'emballe à la française,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/On-s-emballe-a-la-francaise,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
PASSION AIMANTS,pourlamourdufil.com,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 L046,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/PASSION-AIMANTS,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
Patrons les BG,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 J051,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/Patrons-les-BG,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
PATTERNS FOR YOU,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 F046,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/PATTERNS-FOR-YOU-6,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
PEBEO,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/PEBEO-6,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
PETIT PAN,petitpan.com,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 K024,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/PETIT-PAN-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
PIÈCE RAPPORTÉE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 A040,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/PIECE-RAPPORTEE,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
PLAISANT ASIAN LIFESTYLE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 D039,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/PLAISANT-ASIAN-LIFESTYLE-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
PLI PAPIER CISEAUX,,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 C020,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/PLI-PAPIER-CISEAUX-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
PLICK PLACK,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 K021,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/PLICK-PLACK,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
POM' CANNELLE ET PATCHICHI,pourlamourdufil.com,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 K061,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/POM-CANNELLE-ET-PATCHICHI-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
Poulette Magique,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 D032,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/Poulette-Magique,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
Promod Couture,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 H039,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/Promod-Couture,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
RASMANIAWOOL,,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/RASMANIAWOOL,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
RAVENSBURGER,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 B046,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/RAVENSBURGER,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
READY TO MAKE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 H055,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/READY-TO-MAKE-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
ROUGIER ET PLE,rougier-ple.fr,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 E039,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/ROUGIER-ET-PLE-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
SAC A SALADES BY ARMINÉ,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/SAC-A-SALADES-BY-ARMINE,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
SACRAYA,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/SACRAYA-4,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
SAIEN,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 C044,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/SAIEN-4,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
SARIGAMI,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/SARIGAMI-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
SAS THEODORE TISSUS,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/SAS-THEODORE-TISSUS,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
SASHIKO-YA,pourlamourdufil.com,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 J032,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/SASHIKO-YA-4,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
SECRET DES FLEURS,10times.com,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/SECRET-DES-FLEURS-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
SENTOSPHERE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 C053,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/SENTOSPHERE-4,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
