exhibitor_name,domain,contact_number,mail,location,country,booth_no,desc,linkedin_url,city,profile_url,event_source,event_year,profile_checked
EDITIONS ANIMEES,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 B045,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/EDITIONS-ANIMEES-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
EDITIONS DE SAXE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 F015 Hall 6 F021,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/EDITIONS-DE-SAXE-5,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
EDITIONS EYROLLES,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 F037,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/EDITIONS-EYROLLES-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
EDITIONS LAROUSSE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 C025,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/EDITIONS-LAROUSSE-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
EDITIONS LOVE PAPER,chasse-aux-livres.fr,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 C062,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/EDITIONS-LOVE-PAPER,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
EDITIONS MARIE CLAIRE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 D059,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/EDITIONS-MARIE-CLAIRE-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
ELINE ET LAINES,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/ELINE-ET-LAINES-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
EPICES ET TOUS,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/EPICES-ET-TOUS,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
EPICES ET VANILLES,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/EPICES-ET-VANILLES-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
ESPACE CREATIFS,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/ESPACE-CREATIFS,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
ESPRIT DU JAPON,filscroises.com,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/ESPRIT-DU-JAPON,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
EVASION MOSAIQUE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 A013,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/EVASION-MOSAIQUE-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
FAIRY FACTORY,leslubiesdelouise.com,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 G053,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/FAIRY-FACTORY-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
FEE MAIN PATRONS,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/FEE-MAIN-PATRONS-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
FERME D'AMALTHEE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 E034,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/FERME-D-AMALTHEE-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
FILS A SOSO,filscroises.com,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 L024,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/FILS-A-SOSO-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
FITIYOO,leslubiesdelouise.com,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 K058,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/FITIYOO-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
Florence Papeterie,etsy.com,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 C040,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/Florence-Papeterie,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
"Frangines, Coupons Illustrés",tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 K38,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/Frangines-Coupons-Illustres,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
FUJJIFILM,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/FUJJIFILM,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
FUKURI,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 F062,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/FUKURI-4,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
GERMAIN PATRONS,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 F022,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/GERMAIN-PATRONS-5,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
GigaCrea,,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 B015,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/GigaCrea,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
GLORIA 2D CREATIONS,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 A038,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/GLORIA-2D-CREATIONS-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
GRAND MOMENTS CREATIONS,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/GRAND-MOMENTS-CREATIONS,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
GREEN BOBINE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/GREEN-BOBINE-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
GRIFFOGRAPHE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 D043,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/GRIFFOGRAPHE-4,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
HACHETTE LIVRE - EDITIONS MARABOUT,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 E051,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/HACHETTE-LIVRE-EDITIONS-MARABOUT,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
HAILANE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 C030,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/HAILANE-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
HAMAYA FRANCE,,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/HAMAYA-FRANCE-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
Haru's Handmade,,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/Haru-s-Handmade-4,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
HELLO KIM,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 K042,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/HELLO-KIM,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
HERBORISTERIE DU PALAIS ROYAL,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 E053,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/HERBORISTERIE-DU-PALAIS-ROYAL,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
HUAPANGO,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 C024,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/HUAPANGO,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
IKATEE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 G045,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/IKATEE-4,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
IL MONDO DO PEZZE,,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 L051,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/IL-MONDO-DO-PEZZE,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
Ina Georgeta STATESCU,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/Ina-Georgeta-STATESCU,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
INSTAX,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 C015,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/INSTAX,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
Instinct Couture,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 L029,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/Instinct-Couture,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
JANOME,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/JANOME-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
JARDIN ANIMES,eterritoire.fr,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/JARDIN-ANIMES-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
JOELLE TISSU,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 L023,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/JOELLE-TISSU-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
KAETSU,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 K062,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/KAETSU-4,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
KAEVANE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/KAEVANE,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
Kami-art,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 A061,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/Kami-art,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
KATIA,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/KATIA-4,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
KEEPKEYS,,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 L037,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/KEEPKEYS,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
KIDIFABRICS,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 J052,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/KIDIFABRICS-4,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
KLAPOTIS,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 B028,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/KLAPOTIS-4,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
L'ÎLE A MOUSSE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 E058,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/L-ILE-A-MOUSSE-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
La Belle Idée,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/La-Belle-Idee-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LA BOUTIQUE D'ANTHO,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LA-BOUTIQUE-D-ANTHO,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LA BROCHE AIMANTEE,,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LA-BROCHE-AIMANTEE-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LA CUISINE DE FRANCOIS,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LA-CUISINE-DE-FRANCOIS,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LA GRANGE AUX TISSUS,modetissus.fr,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 L058,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LA-GRANGE-AUX-TISSUS-4,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LA MAISON DU BOUTIS - CALVISSON,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LA-MAISON-DU-BOUTIS-CALVISSON-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LA MAISON NAIVE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 H043,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LA-MAISON-NAIVE-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LA NOUVELLE VAGUE COULEURS,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 E027,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LA-NOUVELLE-VAGUE-COULEURS-4,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LA PERLE DES LOISIRS,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LA-PERLE-DES-LOISIRS,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LA PETITE FABRIQUE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 F034,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LA-PETITE-FABRIQUE,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LA PETITE FRAMBISE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 J047,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LA-PETITE-FRAMBISE-5,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LA PETITE FRANCAISE CONCEPT,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LA-PETITE-FRANCAISE-CONCEPT-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LA PETITE MAISON DANS LA VILLETTE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 H047,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LA-PETITE-MAISON-DANS-LA-VILLETTE-4,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LA ROSERAIE YARN,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 J026,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LA-ROSERAIE-YARN-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
la taverne aux mineraux,salon-naturally.fr,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/la-taverne-aux-mineraux-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LAETISS,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 H054,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LAETISS-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LAINES DU VALGAUDEMAR,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 J055,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LAINES-DU-VALGAUDEMAR-4,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LATATE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LATATE,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LE BONHEUR DES DAMES,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 K025,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LE-BONHEUR-DES-DAMES-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LE CHAT QUI TRICOTE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 K055,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LE-CHAT-QUI-TRICOTE,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LE GRAND CERF / les désuètes,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 E030,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LE-GRAND-CERF-les-desuetes,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LE GRAOULY QUI COUD,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 K039,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LE-GRAOULY-QUI-COUD,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LE SOLEIL DE MADAGASCAR,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LE-SOLEIL-DE-MADAGASCAR-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LEMON-SQUEEZER FACTORY,,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LEMON-SQUEEZER-FACTORY-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LES BRODEUSES PARISIENNES,lesbrodeusesparisiennes.com,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LES-BRODEUSES-PARISIENNES-5,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LES CHAHUTEES,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LES-CHAHUTEES-4,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LES CHAUVETTES,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LES-CHAUVETTES-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LES COULEURS VF,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 D034,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LES-COULEURS-VF-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LES DEMOISELLES DE L'AIR,crealouest.fr,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 A032,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LES-DEMOISELLES-DE-L-AIR-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LES ENCHANTEES,pourlamourdufil.com,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 K059,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LES-ENCHANTEES-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LES FANTAISIE DE SOPHIE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LES-FANTAISIE-DE-SOPHIE,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
LES LOISIRS CRÉATIFS,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 C034,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/LES-LOISIRS-CREATIFS,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
