company_name,booth,description,email,mobile_primary,domain,full_address,city,linkedin_url
Lidem,300,"LIDEM is a 35 years experienced company based in Spain manufacturing all kind roll slitters, cutters, shredders, crushers and other related foam and textile machines. LIDEM is also specilised in recycling machines.",,,https://lidemschool.com,"Avinguda del Textil 51, 46870",Ontinyent,
Mayser GmbH & Co. KG,722,,,,https://mayser.com,"Bismarckstrasse 2, 88161",Lindenberg,
"Measurement Science Enterprise, Inc.",435,"Measurement Science Enterprise, Inc. (MSE) develops and manufactures compact, high-performance optical measurement systems for speed and length measurements. Based in South Pasadena, California, MSE offers innovative laser- and non-laser-based instruments for measuring the movement of sensitive, hot, or hazardous surfaces where conventional LDV-based sensors cannot be used.",,,https://measurementsci.com,"915 Fremont Avenue, 91030","South Pasadena,",
MEGAPLOT Poland,526,"MegaPlot Poland is a manufacturer of CNC machinery: hotwire foam cutting machines for EPS & XPS and fast wire foam cutters for soft and rigid foams, mineral wool and foamglass. We are proud of our 30 years of experience in the business!",,,https://megaplot.com,"Chemiczna 12, 41-205",Sosnowiec,
merz+benteli ag,906,"Merz&benteli ag build on over 100 years experience in bonding and sealing Since 1918, when the company was founded by Walter Merz and Dr Albert Benteli, as an independent company, merz+benteli, has developed and marketed technically leading elastic sealants and adhe-sives.",,,https://merz-benteli.ch,"Freiburgstrasse 616, 3172",Niederwangen b. Bern,
Microflown Technologies,120,"Microflown Technologies provides advanced acoustic material testing solutions for the foam industry. Using particle velocity sensors, manufacturers and researchers can accurately measure sound absorption, transmission loss, acoustic impedance and airflow resistivity, supporting faster development, quality control and optimization of foams for automotive, aerospace, construction and industrial applications.",,,https://microflown.com,"Westervoortsedijk 50, 6827",AT Arnhem,
Mita Bant San Tic. A.S.,811,,,,,Yenibosna Merkez Mah. Doğu San. Sitesi. 11. Blok No: 4,Bahçelievler,
MoistTech Corp.,833,"MoistTech's near-infrared technology enables precise & continuous moisture analysis across a wide range of products & raw materials. This instant, continuous measurement capability enhances product quality and boosts productivity and energy efficiency, ultimately leading to reduced operational costs. With unparalleled accuracy and reliability, these sensors deliver true, repeatable results.",,,https://moisttech.com,"6408 Parkland Dr Ste 104, 34243-5410",Sarasota,
Nagase (EUROPA) GmbH,905,"NAGASE is a global technology and materials solutions provider delivering innovative adhesive and bonding solutions for electronics, automotive, industrial, and energy applications. Together with our partners, we offer high-performance materials, technical expertise, and application support to help customers enhance product reliability, manufacturing efficiency, and next-generation technology development.",,,https://nagase.eu,"Werdener Straße 4, 40227",Düsseldorf,
Nanjing Chemical Material Corp,1014,,,,,,,
Nantong Taicang Science New Materials,815,"chemical manufacturer of raw materials, formulations & their adaptation according to customers needs development (synthesis, formulation & application: dipping of fibers)",,,,"8 Sui Jiang Lu, 226531",Nan Tong Shi,
NETZSCH-Gerätebau GmbH,1141,"When it comes to Thermal Analysis, Calorimetry (adiabatic & reaction), the determination of Thermophysical Properties, Rheology and Fire Testing, NETZSCH has it covered.",,,,"Wittelsbacherstraße 42, 95100",Selb,
Neue Materialien Bayreuth GmbH,426,"Neue Materialien Bayreuth GmbH (NMB) is a non-academic R&D organization specializing in the application-driven development of advanced materials and manufacturing processes. Our expertise in foams covers bead foams, foam injection moulding and supercritical foaming with focus on material development, process optimization as well as recycling technologies and Life Cycle Assessment.",,,,"Gottlieb-Keim-Str. 60, 95448",Bayreuth,
Nexofoam,407,"Our mission is to provide innovative and sustainable bead foam solutions that meet the diverse needs of industry. Nexofoam is a start-up company with combined 60+ years experience in developing thermoplastic foams. Coming from Fraunhofer ICT, a research organisation known worldwide for its excellence in development of foams.",,,,"Joseph-von-Fraunhofer Straße 7, 76327",Pfinztal,
nora systems GmbH | EVA solutions for health and industry,233,"We are a German manufacturer of different materials based on EVA and rubber. We are focussed on vegan closed cell EVA foam sheets with different characters, designs, special properties and thicknesses. Our nora® materials offer an excellent workability, especially in terms of sanding, bonding, milling and thermoplastic mouldability.",,,,"Hoehnerweg 2-4, 69469",Weinheim,
Nucletron Technologies GmbH,1037,"Nucletron Technologies is a distributor focusing on solutions for the Thermal Management of electronics.as well as active temperature stabilization (heating and cooling) of sensors, medical devices or industrial applications. The goal is to use our > 20 year experience to find the optimum solution for the most demanding customer applications.",,,https://nucletron.de,"Riesstraße 8, 80992",Munich,
ORAFOL Europe GmbH,1125,"ORAFOL Europe GmbH offers a comprehensive range of technical adhesive tapes, including transfer, double-sided, foam, and splicing tapes. These systems feature high-performance adhesives and ensure excellent functionality and adhesion across various surfaces, meeting diverse customer needs with a wide variety of constructions.",,,https://orafol.com,"Orafolstraße 1, 16515",Oranienburg,
Otte Yapışkan Bant ve İzolasyon Sanayi Ticaret Ltd Sti,707,OTTE Tape is a leading tape and foam converter/manufacturer of single and double sided adhesive tape / foam / film / textile to produce sealing and gasketing agents for thermal / sound / acoustic insulation with more than 20 years of experience.,,,,"Keçiliköy OSB Mh. , Zeki Şairoğlu Cad. No:4/2 45030 Yunusemre, Manisa / Türkiye, 45030",Manisa,
"PARTICLE FOAMTEC CO., LTD.",228,"Particle Foamtec is the supplier of turn-key solution for particle foam such as EPP (Expanded Polypropylene) and E-TPU (Expanded Thermoplastic Polyurethane) Bead Production Plant and Technology. With over 30 years of experience in particle foam, we ensure to do our best for our customers.",,,,"Bupyeong-daero, 21315",Incheon,
PFR SRL,1124,"For over 50 years, P.f.r. Srl, official 3M converter, has supplied adhesive technologies for industrial use. Specialized in cutting, die-cutting, and sheet processing, it offers customized solutions including rolls, die-cuts, sheets, single/double-sided tapes, spray adhesives, and structural two-component glues.",,,,"Direzione Comm. - Via Piazzon, 32 - 36051 Creazzo (VI), 36051",Creazzo (VI),
Polycell Korea Corporation,232,"Polycell korea is a manufacturer of PE Foam Extruder, PS Foam Extruder, Physical Cross linked PE Foam Plant, Chemical Cross Linked PE Foam Plant.",,,https://korea83.tradekorea.com,"#1409 SUNGJI HEIGHTS,313 TEHERANRO, GANGNAM GU,, 06151",SEOUL,
Polydesa Polimer Teknolojileri A.Ş.,709,"Produces high-performance EPP(Expanded Polypropylene) raw materials with an innovative production approach. Offering environmentally friendly solutions with its lightweight, impact-resistant, and recyclable properties, it provides customers with quality, efficiency, and sustainability-focused products.",,,,"75. YIL OSB MAH. 2007 CAD. NO: 34 ODUNPAZARI/ ESKİŞEHİR, 26250",Odunpazarı,
"Qingao Xinmeiteng Sponge Machinery Manufacturing Co.,Ltd",230,,,,,,,
"QUANZHOU FIREFOX NEW MATERIAL CO,",206,,,,https://firefoxfoam.en.alibaba.com,,,
RAM Cutting Machines,216,"We at RAM are manufacturers of contour cutting machines, static tables and conveyor cutting systems. Our range of products has been conceived to process polyurethane foam, fabric, textile and fibers. We stand out in the contour cutting industry for tailoring our products so that they meet our customers’ specific needs.",,,,"Via della Meccanica, 9/11, 41018",San Cesario sul Panaro,
REACH SLIMSULATE COMPANY,117,"REACH was created with the objective to bring thermal and acoustical solutions to the automotive business across the world. REACH Corp. Slimsulate develop and supply the right solution to our customers. With factories in Brazil and China and an Office in France, we are ready to attend our costumers globally",,,,"Av Queira Deus, 895 – G12A, Portão, 42700000",Lauro de Freitas,
Resato waterjet Technology B.V.,118,"With over 35 years’ experience, we develop advanced waterjet cutting systems for precise and efficient material processing. We help our customers streamline their production processes through our reliable technology and custom solutions. Through close collaboration and ongoing support, we ensure maximum long-term value.",,,https://resato-waterjet.com,"Duitslandlaan 1, 9403 DL",Assen,
Rossella Release Liners,925,"For over 63 years, Rossella has developed high-performance release liners, offering single- and double-side silicone coating, printing and slitting on Glassine, CCK, SCK, PCK, Kraft and specialty papers, plus MOPP, HDPE, LDPE, PET and technical films, with tailored release levels, surfaces, formats and finishes.",,,,"Via IV Novembre, 490, Caronno Pertusella, 21042",Caronno Pertusella (VA),
RUNI A/S,720,"RUNI A/S is a Danish screw-compactor manufacturer. RUNI’s machines are built from strong materials for hard work. Reliable, dependable and easy to use. RUNI’s screw compactors compact, de-water and separate many types of materials like EPS, PET-bottles, food waste, PE-film etc. quickly and effectively.",,,,"Industriparken 8,, 6880",Tarm,
Sekisui Alveo AG,312,"Sekisui Alveo AG, headquartered in Adligenswil, Switzerland, develops and manufactures extruded and cross-linked polyolefin foams for adhesive coating, automotive, construction, artificial turf, industrial and consumer goods. Solutions are developed with processing companies and manufacturers and tested and approved in the company’s Application Service Laboratory.",,,https://sekisuialveo.com,"Ebikonerstrasse 75, 6043",Adligenswil,
Sekisui Kasei Europe BV,207,Sekisui Kasei Group has been advancing its foam and polymerization technologies and has supported industries and people's life. We will continue providing new values to the world with its advanced manufacturing to satisfy the needs of the times.,,,https://sekisuikasei.com,"Bedrijvenpark Twente 449, 7602 KM",Almelo,
"Shanghai Sepna Chemical Technology Co.,LTD.",1218,,,,https://en.sepna.cc,,,
"Shenzhen Addireen Technologies Co., Ltd.",1032,,,,,,,
"Shenzhen Goldlink Tongda Electronics Co., Ltd.",1036,,,,,,,
"Shenzhen Smida Intelligent Equipment Co., Ltd.",1003,,,,https://smidacn.com,,,
Shunho PEG Limited,133,,,,,,,
"Sidao Technology (Suzhou) Co., Ltd",1033,,,,,,,
Simmons Knife & Saw,433,"Since 1946, Simmons Knife & Saw has manufactured bandknife blades, bandsaw blades, and blades for reciprocating applications in the USA. We’ve partnered with countless customers across the foam fabrication industry to find the creative cutting solutions their operations require, and we’ve built up quite the product offering along the way.",,,,"400 Regency Drive, 60139",Glendale Heights,
sitola GmbH & Co. KG,527,"sitola cut technologies is a German company with more than 20 years experience in developing, producing and distributing high quality products and service for foam cutting machines. sitola also offers new foam cutting machines as well as the purchasing and selling of used foam cutting machines.",,,https://sitola.de,"Obere Hommeswiese 23-25, 57258",Freudenberg,
Sphera Analytics GmbH,820,"Sphera Analytics GmbH is a leading supplier of the innovative equipment for the proper material characterization, development, and production. Our devices are based on state-of-art technology and include microfluidic rheometer, extensional viscometer, Raman spectrometer, thermal conductivity analyzer, nano particle size analyzer, surface tension & contact angle instruments and peel tester.",,,https://sphera-analytics.com,"Keltenring 1-3, 82041",Oberhaching,
STILLA INDUSTRIES ITALIA SRL,1004,"Stilla Group operates through four global production hubs and three specialized divisions, delivering bespoke technical solutions. We provide high-performance materials for Footwear & Leather Goods, films for Graphics & Design, and advanced tapes and fiberglass for Construction. Thirty years experienced in Made in Italy innovation, we empower modern industry.",,,,"Viale Industria, 27025",Gambolò,
Suteau-Anver,724,"Suteau-Anver designer and manufacturer of die-cutting machines and laminating lines over 70 years still improves its know-how and innovation so as to meet customers' requirements regarding flexible industry machinery. While visiting and joining Suteau-Anver you also deserve quality, reliability and after-sales service.",,,,"106 rue Choletaise, 49450",Saint Macaire en Mauges,
T-GLOBAL TECHNOLOGY (EUROPE & N. AMERICA) LTD,937,"T-Global Technology is a leading provider of thermal management solutions. With over 20 years’ experience in the thermal management industry, a dedicated team of experienced engineers and researchers coupled with state-of-the-art R&D and production facilities, we are constantly pushing the boundaries of thermal management for emerging technologies.",,,,"Units 1-2 Cosford Business Park, Central Park,, LE17 4QU",Lutterworth,
Targanix Group Limited,721,,,,,,,
TECNODINAMICA S.R.L.,331,"From the concept of the machine to the installation on site, we provide complete service covering all phases with internal expertise and skilled workers. This is how we guarantee and supply precision mechanics and highest efficiency. Our solutions stem from the know-how we have developed in 45 years in business.",,,,"Viale Europa, 37/38 Z.I. Soligo, 31010",Farra di Soligo,
Ten Sheeg Machinery Co Ltd,224,,,,,,,
The Supreme Industries Ltd,234,"The Supreme Industries Limited is a leader in India's plastic industry since 1942, with 30 state-of-the-art manufacturing units that have ISO 9001-2000 certification, robust R&D and cutting-edge technology. The PPD division offers products under three brands INSU, DURA, PROTEC & FITspree for industries like insulation, construction, packaging and Sports.",,,,"1141, Solitaire corporate park, chakala, Andheri (E), Mumbai 400093., 400093",Mumbai,
ThermCon Scientific GmbH,1132,,,,https://thermconscientific.com,"Hinter dem Lindenberg 8, 31536",Neustadt am Rübenberge,
"TMS Co., Ltd.",913,"TMS is a leading Korean manufacturer & solution provider specializing in automotive functional adhesive films and optical materials. Our products are applied in display bonding, vehicle protection, EV battery modules, and optical sensor components. We supply major global OEMs and Tier-1 partners in Korea, China, and Europe.",,,https://tms-japan.co.jp,"90, Cheongsong-ro, Papyeong-myen,, 10809",Paju-si,
ToffeeX,1129,"ToffeeX is the leader in physics-driven generative design. Their AI-powered software uses physics to guide the design process, empowering engineers to create optimized products that meet all their constraints, in a matter of hours. ToffeeX is used by the world's leading engineering organizations to accelerate their path to sustainability.",,,,"5.03, 60 Gray's Inn Road, WC1X 8LU",London,
"TRADEMATT (HENAN) INDUSTRY CO., LTD.",1228,"Tradematt (Henan) Industry Co., Ltd., a branch of Joda Group, is dedicated to providing premium aerogel insulation materials to global markets. With our own production bases, we deliver reliable thermal solutions worldwide. Welcome to discuss your insulation needs at our booth!",,,https://cntradematt.com,"Xinfazhan Kailin Plaza, No. 107 Shangding Road,, 450000",Zhengzhou,
Trocellen GmbH,730,TROCELLEN is Europe’s leading manufacturer of chemically and physically cross-linked polyolefin foams and combines its skills in the foam production with various converting capabilities. We realize innovative applications and solutions that meet the requirements of various industries by keeping the sustainable design and operation in focus.,,,https://trocellen.com,"Mülheimer Straße 26, 53840",Troisdorf,
UFM Bt,231,,,,,,,
UPCHEM USA,621,"UPChem USA is the US branch of UPChem, established in 2019 in Spartanburg, South Carolina, currently focusing on production of PPDI isocyanate.",,,https://upchemusa.com,"3070 Southport Road, 29302",Spartanburg,
UROSAN KIMYA,430,UROSAN CHEMICAL IND. CO. is an organization which is one of the pioneers of foam manufacturing in Turkey and the first foam which is sold as a BRAND and has become an example in foam market with its quality and wide product range since 1974.,,,,"ÜROSAN KİMYA SANAYİİ A.Ş., 59850",Çorlu,
USEON Technology Limited,324,"USEON concentrates on polymer extrusion equipment and process technology; together with professional technicians and staff, we are dedicated and passionate about our mission. Since the creation of the company, we have worked with energy and devotion towards developing innovative, sustainable, and environmental-friendly solutions, aspiring to become pioneers in the industry.",,,https://useon.com,"16 Yuanqi, Jurong, Zhenjiang, Jiangsu, China, 212400",Jurong,
VOLZ® TAPES,920,"VOLZ® TAPES provides customer-specific adhesive solutions and precisely fitting stamped parts for nearly every industry and application. We are an innovative manufacturer and distributor offering an extensive portfolio of self‐adhesive die‐cuts, double-sided, electrical insulation, industrial, and packaging tapes, in addition to tape dispensers and processing devices.",,,https://volztapes.com,"Fischerinsel 3, 79227",Schallstadt,
W. KÖPP GmbH & Co. KG,520,"Cellular rubber, polyethylene foam, sponge rubber: W. KÖPP has a long, illustrious history as leading European manufacturer of these materials. The complete range, which has also included bio qualities for some years now, is developed in Germany. Production in Europe and forward-looking warehousing ensure excellent delivery reliability and service.",,,,"Hergelsbendenstr. 20, 52080",Aachen,
Wassmer Spezialmaschinen GmbH,135,"Wassmer Spezialmaschinen GmbH, based in Heitersheim, develops and manufactures custom-built laminating machines for foam, adhesive tape, and solid rubber processors, which can be expanded into fully automated production lines using the company’s own advanced automation technology. Laminating Technology for Every Application.",,,https://wassmer.de,"Steinmattenstr. 5, 79423",Heitersheim,
Waters GmbH,1034,"Waters Materials Sciences, formerly Waters TA Instruments, is a global leader in materials characterisation solutions, providing advanced systems for thermal analysis, rheology, microcalorimetry and mechanical analysis. Our technologies enable scientists and engineers to understand material properties, optimise performance and accelerate innovation across a wide range of industries.",,,,"UB TA Instruments, Helfmann-Park 10, D-65760",Eschborn,
"Winboss Industrial Co., Ltd",220,"WINBOSS has been manufacturing NBR/PVC foams since the 1980s, originating from Formosa Island -- Taiwan. With 40 years of technical experience, Winboss has become known as a leading, professional manufacturer of NBR/PVC foam products suitable for various industrial, recreational, medical and sporting good uses.",,,,"No.1 Lane 201, Jen Hua RoadTa Li District, 41278",Taichung City,
Winkworth Machinery Ltd,1010,"Founded in 1924, Winkworth is the UK’s leading industrial mixer manufacturer, combining extensive process expertise with in-house engineering excellence. Its bespoke, UK-designed and manufactured mixers are trusted worldwide for durability and performance. Supported by testing, hire services, repairs, overhauls, and technical support, Winkworth delivers complete mixing solutions across industries.",,,,"Mixer House, Stroudley Road, RG24 8FW",Basingstoke,
Wintech Engineering,510,"Wintech Engineering builds high-quality CNC contour cutting machines suitable for all types of foam. We take pride in the reliability of our machines, the ease of operation and the technical support we provide. Our Dual Axis machine is often selected because of its flexibility and our user-friendly software.",,,,"14 Dobra Road, 6164",Yangebup,
WUXI JIERUIMAI INTERNATIONAL TRADE CO LTD,129,,,,https://trademo.com,,,
"Xiamen Cheshire New Material Co.,Ltd",807,"Relying on high-precision scientific research and production, a perfect marketing service system, it has developed large-scale product solutions and services for global customers such as hygiene adhesive, label adhesive, pest control adhesive, special application adhesive, electronic adhesive, water-based acrylic pressure-sensitive adhesive, UV light curing adhesive and etc.",,,https://cheshires.goldsupplier.com,"17th Floor, Building A, Haifu Center, No.597 Sishui Road,, 361000",Huli District,
Yantai Winplus Machinery Co. Ltd,125,,,,,,,
"YIBAO(FUJIAN)POLYMER MATERIAL STOCK CO.,LTD",100,,,,https://yibaofoam.com,,,
Zelloscope AB,333,"Zelloscope optimizes foam manufacturing by providing real-time insights into cell structures. Using our patented AI software, high-resolution images are instantly translated into statistical data and KPIs. This leads to precise quality control, quantified defect detection, reduced waste, and improved product performance.",,,,"Falkenbergsgatan 3, 412 85",Göteborg,
Zeon Europe GmbH,932,"ZEON develops high‑performance, graphite‑based thermal interface materials for demanding applications. Built on decades of specialty elastomer expertise, ZEON’s TIM solutions deliver reliable thermal management for next‑generation, high‑performance computer chips.",,,https://zeon.eu,"Hansaallee 249, 40549",Düsseldorf,
Zetaesse SPA,606,"Zetaesse (Feinrohren Group) comes from 30 years of experience in Chemically Cross-link Foam production and processing Field, enhanced through innovative production systems and mainly focused on thermal /acoustical insulation, industry and packaging solutions. Market oriented, Zetacell is a ""special""polyethylene closed cell foam suitable for multiple sectors and applications",,,,"Via Vicenza 45, - 31050, 31050",VEDELAGO (TV),
ZFW Stuttgart,1026,ZFW Stuttgart is a leading provider of highquality Thermal Management Solutions in electronics. We conduct heat transfer optimization and thermal analysis on more than 1000m2 of laboratory area. Our thermal experts provide more than 20 years of experience. We also offer company-tailored trainings and conferences on Thermal Management.,,,,"Lindenstr. 13/1, 72141",Walddorfhäslach,
"ZHEJIANG SHANGHE PLASTIC RUBBER MATERIAL CO., LTD",226,,,,,,,
