company_name,booth,description,email,mobile_primary,domain,full_address,city,linkedin_url
"SHANGHAI JUMA OIL SERVICES & ENGINEERING CO.,LTD. TAICANG BRANCH",,,,,,,,
"SHANGHAI KEYONTECHS CO., LTD.",11-214,"Valves, Controls & Instrumentation",,,,,,
"SHANGHAI SHENKAI PETROLEUM & CHEMICAL EQUIPMENT CO.,LTD.",9-043,,,,,,,
Shell,,,,,,,,
"SHENYANG INDUSTRIAL PUMP MANUFACTURING CO., LTD.",8-357/2,,,,,,,
"SHENZHEN FLUID SCIENCE & TECHNOLOGY CORP., LTD",11-238,,,,,,,
"SHENZHEN KHJ SEMICONDUCTOR LIGHTING CO.,LTD",,Oil & Gas Equipment,,,,,,
"SHENZHEN XUYONG INDUSTRY CO., LTD",,Electronic Equipment & Services,,,,,,
"SHLANGENZ, LLC",11-205,Drilling & Well Completion,,,,,,
"SIAM FITTINGS CO., LTD.",11-223,"Valves, Controls & Instrumentation",,,,,,
"SIBERIAN MACHINEBUILDING COMPANY, LLC",,Drilling & Well Completion,,,,,,
"SICHUAN AIR SEPARATION PLANT (GROUP) CO.,LTD",,,,,,,,
"SICHUAN HUAQI POWER CO., LTD.",8-434,,,,,,,
"SICHUAN OILMAN MACHINERY CO.,LTD.",,Oilfield Services,,,,,,
"SICHUAN ZHONGQI NEW ENERGY EQUIPMENT CO., LTD.",,,,,,,,
"SIE NEFTEHIM, LLC",11-179,,,,,,,
"SIEMENS, LLP",10-114,"Automation, Processing Equipment & Services",,,,,,
SINERGIA S.P.A.,9-063,"Automation, Processing Equipment & Services",,,,,,
"SINO SCIENCE AND TECHNOLOGY CO., LTD. (SSTC)",,,,,,,,
"SINOSEAL HOLDING CO., LTD.",,,,,,,,
SLB,,Integrated Oil & Gas Services,,,,,,
SLETPETRO,8-305,Oil & Gas Equipment,,,,,,
SLG,,,,,,,,
SMART-TECHNO LLP,8-310,Oil & Gas Equipment,,,,,,
SMD COMPANY LLC,10-082,Electronic Equipment & Services,,,,,,
"SOFT ENGINEERING LTD, LLP",8-316,Oil & Gas Equipment,,,,,,
SOLAR TURBINES,,Oil & Gas Equipment,,,,,,
SPA TURBULENTNOST-DON LLC,11-278,Oil & Gas Equipment,,,,,,
SPF PAKER LLC,,Oil & Gas Equipment,,,,,,
"STAL TRADE, LLP",11-269,Corrosion Protection & Insulation Equipment,,,,,,
"STANDARD NEW MATERIAL (SHANGHAI) CO., LTD",,,,,,,,
STATS GROUP,11-230,Oil & Gas Equipment,,,,,,
STS GROUP,10-160,,,,,,,
"SUBTOR (WEIFANG) ROTATING PRECISION MACHINERY CO., LTD.",,,,,,,,
"SUFA TECHNOLOGY INDUSTRY CO.,LTD",9-039,,,,,,,
SULZER,10-118,Equipment and technology for MINING,,,,,,
SUPCON TECHNOLOGY (KAZAKHSTAN) LLP,10-105,"Automation, Processing Equipment & Services",,,,,,
SURELOCK PRIVATE LIMITED,8-346,"Automation, Processing Equipment & Services",,,,,,
"SUZHOU BONRAY MEASURE&CONTROL EQUIPMENT CO., LTD",,,,,,,,
SV-PODSHIPNIK,,Oil & Gas Equipment,,,,,,
SWAGELOK KAZAKHSTAN,8-304,Oil & Gas Equipment,,,,,,
T&R CLAD (WUXI) LIMITED,,,,,,,,
"TAISHAN GROUP CO., LTD",,,,,,,,
TAQA,,Oilfield Services,,,,,,
TatProm‑Holding Group of Companies,,,,,,,,
"TECHNOSYNTHESIS, LLC",11-236/1,,,,,,,
TehPromKomplektServise,,Oil & Gas Transportation,,,,,,
"TEHRAN CHAMBER OF COMMERCE, INDUSTRIES, MINES AND AGRICULTURE (TCCIMA)",9-045,OTHER,,,,,,
Tek Know Holding,,"Valves, Controls & Instrumentation",,,,,,
TEMIR PAINT,11-215,Corrosion Protection & Insulation Equipment,,,,,,
"TEMPO-KAZAKHSTAN, LLP",11-260,,,,,,,
"TENGIZCHEVROIL, LLP",11-245,Oil Company (IOC/NOC),,,,,,
TERRANOVA KAZAKHSTAN LLP,10-104,"Refineries, Petrochemical and Gas Plants",,,,,,
"TESEY, LLC",11-277,"Valves, Controls & Instrumentation",,,,,,
THOMAS KURZE CENTRAL ASIA,11-173,Oil & Gas Equipment,,,,,,
"TIANJIN DAVAN FLOWTEK CO., LTD",,,,,,,,
"TIANJIN DONG FANG XIAN KE PETROLEUM MACHINERY CO., LTD",11-251/3,,,,,,,
"TIANJIN SORIGHT TECHNOLOGY DEVELOPMENT CO., LTD",,,,,,,,
"TIANJIN XINKE WHOLE SET INSTRUMENT & METER CO., LTD.",,"Valves, Controls & Instrumentation",,,,,,
"TIANJIN XINYUE INDUSTRIAL AND TRADE CO., LTD.",,,,,,,,
"TJ PETRO MACHINERY (TIANJIN) CO.,LTD",8-379,,,,,,,
TOPAN,11-177,Oil & Gas Equipment,,,,,,
TorgService LLC,,"Valves, Controls & Instrumentation",,,,,,
"TRANSNEFT, PJSC",11-239,,,,,,,
TREVERS,,,,,,,,
TRI-STAR INDUSTRIES PTE LTD,9-024,Corrosion Protection & Insulation Equipment,,,,,,
TULPAR DIGITAL,,"Automation, Processing Equipment & Services",,,,,,
TUROPLAST LLC,11-273,Corrosion Protection & Insulation Equipment,,,,,,
Ufagidromash,10-162,Drilling & Well Completion,,,,,,
"UGLICHCABLE, LLC",11-237/4,Electronic Equipment & Services,,,,,,
UNIBROM CORP.,,Oilfield Services,,,,,,
UralArm Plant,,Oil & Gas Transportation,,,,,,
URALREGIONZAPCHAST,,Drilling & Well Completion,,,,,,
UST-KAMENOGORSK VALVE PLANT,10-154,"Pipelines - Construction, Technology, Maintenance & Repairs",,,,,,
Valmet Flow Control Oy,,,,,,,,
VALVITALIA SPA,9-076,"Valves, Controls & Instrumentation",,,,,,
"Venture Firm POISK, LLP",,,,,,,,
VIP NPK,,,,,,,,
VMP ASTANA PLANT,8-312,Corrosion Protection & Insulation Equipment,,,,,,
VOESTALPINE TUBULARS GMBH & CO KG,10-100,Oil & Gas Equipment,,,,,,
"VOLM PUMP (ZIBO) CO., LTD.",8-377,,,,,,,
VTFCTECH LIMITED,,Integrated Oil & Gas Services,,,,,,
VTORK TECHNOLOGY,8-414,,,,,,,
WEICON GMBH&CO KG,10-123,"Building materials, Structures & Elements",,,,,,
WELDING COMPANY LTD,9-047,Oil & Gas Equipment,,,,,,
"WELKIN NEW ENERGY MATERIAL CO.,LTD",8-426,,,,,,,
"WENZHOU HUAHAI SEALING CO.,LTD.",,Oil & Gas Equipment,,,,,,
WEST OIL ENGINEERING COMPANY LLP,10-090,Oil & Gas Equipment,,,,,,
WINKELMANN ELECTRIC DRIVES,10-127,"Valves, Controls & Instrumentation",,,,,,
Wood KSS,,,,,,,,
"World of Petrol Products"" Magazine",,Mass media,,,,,,
WPC,11-242/1,,,,,,,
WRENCH SOLUTIONS - LMP,8-364,Telecommunications & IT,,,,,,
"WUHU NIUHAO INTELLIGENT EQUIPMENT CO., LTD.",8-438,,,,,,,
"WUXI HENGYE ELECTRIC HEATER EQUIPMENT CO.,LTD",8-432,,,,,,,
"WUXI LANXING PRESSURE VESSEL CO.,LTD.",8-324,,,,,,,
"XINJIANG KUNLONG PETROLEUM EQUIPMENT CO., LTD.",,,,,,,,
"XINJIANG SANBAO INDUSTRY GROUP CO. , LTD",9-041,,,,,,,
"XINXIANG CITY HUAHANG FILTER CO., LTD.",8-428,,,,,,,
"YANTAI JEREH OILFIELD SERVICES GROUP CO., LTD.",,,,,,,,
"YANTAI LONGGANG PUMP INDUSTRY CO., LTD",,,,,,,,
"YANTAI MANOIR HEAT RESISTANT ALLOYS CO., LTD (YANTAI REFRA)",,"Refineries, Petrochemical and Gas Plants",,,,,,
"YANTAI XINRUI ENVIRONMENTAL PROTECTION TECHNOLOGY CO., LTD.",,Integrated Oil & Gas Services,,,,,,
"ZAMANQUANTOR"" LLP",9-016,"Automation, Processing Equipment & Services",,,,,,
"ZAVOD GORELTEX, LLP",10-149,Electronic Equipment & Services,,,,,,
ZEINET&SSE LLP,11-222,Integrated Oil & Gas Services,,,,,,
ZENITH INVEST LLP,,Integrated Oil & Gas Services,,,,,,
"ZHEJIANG AILIPU TECHNOLOGY CO., LTD.",,,,,,,,
"ZHEJIANG JIEYU VALVE CO.,LTD.",,"Valves, Controls & Instrumentation",,,,,,
"ZHEJIANG JIULI HI-TECH METALS CO., LTD.",,,,,,,,
"ZHEJIANG QINGQICHEN ELECTRIC HEATING CO.,LTD",,,,,,,,
"ZHEJIANG YONGSHENG TECHNOLOGY CO.,LTD",,,,,,,,
"ZHENGNAN VALVE CO.,LTD",9-037,"Valves, Controls & Instrumentation",,,,,,
"ZHENGYUAN VALVE GROUP CO., LTD",8-416,,,,,,,
"ZIGONG TONGDA MACHINERY MANUFACTURING CO.,LTD",,,,,,,,
ZKMK JSC,10-106,Oil & Gas Equipment,,,,,,
"ZNIGO, LLC",11-211,Oil & Gas Equipment,,,,,,
"ZST, NPP, LLC",11-237/6,"Pipelines - Construction, Technology, Maintenance & Repairs",,,,,,
ZWICK ARMATUREN GMBH,10-116,"Valves, Controls & Instrumentation",,,,,,
«KMG-Digital»,,,,,,,,
«SOP «KUZET» JSC,8-408,Health Safety & Environment,,,,,,
ЛК2 СЛЛ,9-019,"Pipelines - Construction, Technology, Maintenance & Repairs",,,,,,
