company_name,booth,description,email,mobile_primary,domain,full_address,city,linkedin_url
Learning Resource Network,Stand: 1D11-E10,"Learning Resource Network (LRN) is a UK-regulated awarding organisation delivering internationally recognised qualifications to schools and education providers in more than 58 countries. Honoured with the Queen's Award for Enterprise (2020) and the King's Award for Enterprise for International Trade (2026), LRN is committed to innovation, quality and preparing learners for the future. At BETT Asia 2026, LRN is showcasing its comprehensive Artificial Intelligence (AI) education pathway. Starting from Early Years and Primary Education, learners develop digital literacy, computational thinking and responsible AI awareness. This progresses to International GCSE and International A Level Artificial Intelligence, where students study machine learning, data science, intelligent systems, AI ethics, programming and real-world applications. Developed with educators, academics and industry experts, LRN's AI qualifications equip learners with the knowledge and practical skills needed for higher education and careers in artificial intelligence, computer science and emerging technologies. By embedding AI across every stage of education, LRN is helping schools prepare the next generation of innovators and responsible digital leaders.",,,,,United Kingdom Website lrnglobal.org/,
Lightspeed Systems,Stand: 1C30,"Lightspeed Systems® patented technology was imagined and designed just for education: Lightspeed Alert™ gives schools immediate insights in to signs of self-harm, cyberbullying and violence. Lightspeed Filter™ provides scalable, safeguarding and reporting. Lightspeed Classroom™ gives teachers an overview of all online classroom activity and gives internet controls. Lightspeed Insight™ gives schools real-time insights into app and device usage and to saving money and ensuring compliance. Lightspeed MDM™ gives hierarchical, centralised control of devices features and apps. Lightspeed Signal™ lets schools Identify device, network, and app issues. Lightspeed StopIt™ allows fully anonymous app, web, or phone reporting for safeguarding concerns.",,,https://lightspeedsystems.com,,Austin,
Linewize,Stand: 1A14,"Linewize by Qoria is the world's leading provider of filtering and digital safety solutions, working across both sides of a child's digital life. A student's online world moves constantly, between lessons and home, learning and distraction, everyday activity and moments of risk. Linewize helps schools see and respond across that whole journey. Filtering sets the right boundaries. Teachers can see and steer internet use in lessons as it happens. AI surfaces wellbeing signals, with trained moderators cutting false positives so schools can focus on what matters. Beyond the school gate, parents have controls of their own to help guide behaviour at home. Today, Linewize supports 32,000 schools and 9 million parents across 100 countries, helping 30 million children navigate their digital lives more safely at school and at home - by putting the right tools in the right hands, at the right time.",,,https://linewize.io,,Australia,
LLONGWILL SCIENCE AND TECHNOLOGY SDN. BHD,Stand: 1C24,"LLONGWILL SCIENCE AND TECHNOLOGY SDN. BHD. was established in Kuala Lumpur, Malaysia, in 2024. The main business involves the research, development, production, and sales of digital teaching instruments, as well as a full range of education-related products. LLONGWILL provides comprehensive digital solutions for experimental teaching in high schools, middle schools, and primary schools, encompassing sensors, data loggers, experimental teaching software, and supporting experimental equipment for physics, chemistry, biology, geography, and other subjects. This supports comprehensive science experimental teaching at the basic education stage and serves as a powerful guarantee for inquiry-based teaching and STEM education.",,,https://llongwillscitech.com,,Malaysia,
MarianaMatric,Stand: 1C12,"BTG Global Sdn Bhd is a Malaysian EdTech company building the next generation of intelligent education infrastructure. Founded with the belief that every child deserves equal access to quality attention — regardless of where they study or who teaches them — BTG Global developed MarianaMatric, an AI-powered teaching and academic administration platform designed for the complexity of real schools. MarianaMatric connects four stakeholders — school management, teachers, students, and parents — in a single unified system that mirrors how schools actually work. At its core is a proprietary AI engine that continuously learns from every classroom interaction — turning raw assessment data into smarter teaching, automatically. BTG Global's mission is not incremental improvement. It is a structural rethink of how teaching works at scale — so that no student falls through the cracks, and no teacher carries a burden that AI can shoulder instead.",,,,,Malaysia,
Mathspace,Stand: 1D34,"Mathspace is on a mission to help every student excel at mathematics, no matter where they're starting from. Founded in Sydney in 2010, the company set out to solve a problem most maths software ignored as kids don't just need the right answer, they need help understanding how to get there. Mathspace is now an Australian-founded, award-winning adaptive maths platform used by millions of students worldwide, including more than one in three Australian schools. Its signature StepSmart technology tracks a student's working line by line, catching misconceptions the moment they happen rather than waiting until the final answer is marked wrong. Mathspace was also the first edtech company in Australia, and one of the first in the world, to build GPT-4 into its chatbot, Milo, giving students a safe, always-on companion for maths help. Today, Mathspace partners with schools across Australia, the Middle East, Europe, and Asia-Pacific to make personalised, one-to-one style maths support accessible in every classroom.",,,https://mathspace.co,,Australia Website mathspace.co/au,
MathsWatch,Stand: 1D11-E10,"MathsWatch is a multi-award-winning solution that supports teachers' delivery of the Maths curriculum while reducing their workload. We provide teachers and their students with high-quality videos covering every Maths topic, combined with banks of interactive questions that can be used for classwork/homework/assessment/independent learning. Our innovative marking algorithms have revolutionised the way teachers can deliver quality Maths lessons to their students, as we are the only platform worldwide able to give marks for working out and not merely for final answers. This revolutionary feature makes the MathsWatch experience much more realistic and beneficial to students than most traditional quiz-setting platforms. Furthermore, our popular modelled exams offer the best possible preparation to students before their final GCSE/IGCSE/SATs exams. They can see their grade progression as they advance and clearly identify their strengths and areas of development. A truly immersive experience. All this is offered to schools by MathsWatch at one of the most competitive price points currently on the market.",,,,,United Kingdom Website www.educationcity.com/,https://uk.linkedin.com/company/british-educational-suppliers-association
Meritto,Stand: 1B20,"Meritto is an AI-powered enrollment platform built for the global education industry. Trusted by 1000+ institutions worldwide, Meritto offers an integrated suite of purpose-built tools including an Education CRM, Enrollment Cloud, Application Platform, Payment Cloud, and Engagement Suite that streamline every step of the student journey, from inquiry to enrollment. Designed for scalability, security, and easy integration, Meritto supports educational organizations of all sizes from EdTechs and training providers to universities, schools, and study abroad firms. With intelligent automation, real-time data, and powerful engagement capabilities, Meritto is redefining how education teams attract, convert, and enroll students across the globe.",,,https://meritto.com,,India,
"Ministry of Education, Malaysia",Stand: 1A10,"The Ministry of Education, Malaysia (MOE) is the federal ministry responsible for shaping and delivering Malaysia’s education system. Guided by its vision of “Quality Education, Educated People, Prosperous Nation,” the Ministry is committed to sustaining a quality education system that develops individual potential and fulfils the aspirations of the nation. MOE oversees education across a broad spectrum, including preschool, primary, secondary and post-secondary education, technical and vocational education and training (TVET), special education, teacher education and private educational institutions. The Ministry also leads the development and implementation of national education policies, planning and programmes to strengthen the quality, accessibility and effectiveness of education. Through its network of schools, educational institutions and education offices nationwide, MOE works with stakeholders to nurture knowledgeable, skilled and well-rounded individuals. The Ministry also embraces educational resources and technology to enhance teaching and learning and prepare learners for the challenges of the future.",,,,,W.P. Putrajaya,
Moddakir Business Services Company,Stand: 1B18,"Moddakir is a Saudi company specializing in the EdTech sector, focusing on remote education and innovative digital learning solutions. Through its platform, Moddakir connects learners with qualified instructors for live, one-on-one sessions available 24/7. The company also provides various technical solutions—including White Label models, SDK integration, and SaaS solutions—as well as AI services, enabling educational institutions and stakeholders to efficiently launch and manage customized digital learning platforms. Moddakir has served over 1.7 million beneficiaries across more than 150 countries.",,,https://moddakir.com,,Riyadh,
Nautilus Education,Stand: 1D11-E10,"As a unique partnership of experienced school leaders and software developers, we believe that deep knowledge sits at the heart of effective school leadership. Strong strategic decisions rely on a secure, day-to-day understanding of classroom standards, without relying on test scores. Use your iPad to perform more accurate and efficient AI-assisted observations, lesson visits, and monitoring. Capture photos and video as you evaluate, spotlighting curriculum impact. Share supportive peer feedback, and submit every contribution to the teacher’s appraisal portfolio, directly from your device. As you capture and evaluate, your leadership dashboard grows, funnelling all insights and evaluations into one central place. On any given day, you can now see the impact of your curriculum across all subjects, cohorts, and vulnerable groups. Delve deeper using Nemo, our AI dashboard assistant, to learn more, analyse, identify priorities, and summarise findings. Since 2020, we’ve been helping thousands of busy school leaders globally to know more, work smarter, and supercharge their school improvement. Nautilus enables schools to move away from time-consuming, standalone monitoring, leaving school each day feeling clear and confident about standards in every classroom. Finalist at BETT, ERA, Teach Primary, and winner of the GESS 2025 Award for Best Digital Tool.",,,,,United Kingdom Website nautilus.education/,
Open LMS,Stand: 1D20,"Open LMS is a highly configurable learning management system (LMS) that scales to the goals of your organization. We help thousands of customers globally, from industry to higher education, by providing a familiar experience for learners, cutting-edge ecosystem tools, in-depth reporting and data, in-app authoring, learning pathways, and compliance training and reporting. As the world’s largest commercial provider of hosting and support services for open-source Moodle™, supported by Amazon Web Services (AWS), Open LMS helps organizations deliver great learning experiences without complexities. Open LMS is part of Learning Technologies Group’s award-winning group of specialist learning technology and talent management businesses. Learn more about Open LMS at www.openlms.net",,,https://openlms.net,,468 Kilda Road,
Peach Wellness Academy,Stand: 1C26,"Health education that starts before the problem. Peach Wellness Academy is a digital health and wellbeing platform helping education settings build health literacy before health problems arise. Created by UK-based doctors and psychologists, PWA brings together healthcare professionals, teachers and people with lived experience to deliver engaging, evidence-informed learning. Predominantly video-based, programmes combine expert insight with interactive quizzes and activities designed for today’s learners. We address a growing challenge: young people are navigating health information, online misinformation and pressures on their physical and mental wellbeing, while educators are expected to deliver health education without specialist expertise, time or resources. Our flexible programmes support secondary schools, further and higher education, international schools and staff wellbeing. Content can be tailored to your setting, curriculum, learners and priorities. We believe health literacy is fundamental to healthy, confident learners and lifelong decision-making. PWA helps educators give young people the knowledge, skills and confidence to understand themselves, cut through the noise and make informed choices.",,,https://peachwellnessacademy.com,,United Kingdom Website peachwellnessacademy.com/,
Pestalozzi Technology,Stand: 1C31,"Pestalozzi Technology is an EdTech company transforming physical education through digital innovation. Our flagship platform, ALPHA, helps schools digitize physical fitness assessments, providing instant analysis, personalized feedback for every student, and actionable insights for teachers and school leaders. Used by more than 5,200 schools and supporting over 2 million students across Japan, ALPHA enables educators to move beyond simply measuring fitness to fostering lifelong health literacy and active learning. By visualizing fitness trends and recommending individualized improvement strategies, the platform empowers students to understand their own physical development and take ownership of their health. As we expand globally, Pestalozzi Technology partners with schools, education authorities, and organizations to create healthier, more active generations through data-driven, human-centered physical education.",,,https://pestalozzi-tech.com,,Japan,
Promethean × STboard,Stand: 1B40,"Promethean, a global pioneer in interactive learning technology since 1997, is trusted by educators worldwide for its award-winning technology and software ecosystem. STboard combines its own manufacturing and hardware expertise with authorized Promethean branding and software, delivering powerful integrated smart classroom solutions across Malaysia, Singapore, Thailand, Vietnam, the Philippines and South Korea. STboard Manufacturing × Promethean Brand & Software One Solution. Global Technology. Local Service.",,,,,China,
Renaissance Learning,Stand: 1D11-E10,"Renaissance is a global leader in K–12 education, serving more than 20 million students across 100+ countries. Together with GL Education, we provide evidence-based assessment, practice, intervention and data analytics solutions that help schools accelerate learning and improve outcomes. Backed by nearly 40 years of research and over 2.8 billion student learning data points, our solutions enable educators to identify strengths, address learning gaps and support every learner’s progress. Our portfolio includes Accelerated Reader for independent reading practice; CAT4 for measuring developed abilities and potential; Freckle for personalised maths practice; Lalilo for early literacy development; myON for personalised digital reading; and Nearpod for interactive teaching and formative assessment. We also offer trusted assessment tools including the New Group Reading Test (NGRT), Pupil Attitudes to Self and School (PASS), and the Progress Test Series (PT Series) to help schools monitor attainment, wellbeing and progress. Star Assessments provide actionable insights into reading, mathematics and early literacy, while Renaissance Analytics brings school data together in one powerful platform, helping educators make informed decisions and demonstrate impact with confidence. Together, these solutions support schools in driving student growth and helping all learners reach their full potential.",,,https://intl.renaissance.com,,United Kingdom Website uk.renaissance.com/,https://uk.linkedin.com/company/renaissance-international
Robocore,Stand: 1D16,"Robocore Technology is a robotics and intelligent automation company bringing practical AI into real-world environments through its flagship platform, temi. At Bett Asia, Robocore showcases how autonomous service robots can support the evolving needs of education ecosystems—enhancing campus experience, improving operational efficiency, and enabling more connected, tech-enabled learning spaces. temi functions as an intelligent on-site assistant, capable of guiding students and visitors, delivering real-time information, supporting hybrid learning interactions, and streamlining administrative touchpoints. Already deployed across public spaces, healthcare, and commercial environments, temi is now increasingly relevant in education settings—from K-12 campuses to higher education institutions and training centers. Through a flexible Robot-as-a-Service (RaaS) model, Robocore enables institutions to adopt robotics with minimal friction, helping address staffing constraints while elevating student engagement and digital transformation outcomes.",,,,,Hong Kong,https://www.linkedin.com/company/robotemi
Robotron,Stand: 1D40,"Founded in 2001, Robotron Co., Ltd. is a Korean STEAM robotics education company specializing in the development and manufacturing of educational robot kits, block-based coding robots, and integrated science curricula. Robotron designs both its hardware and learning content in-house, offering a complete range of products — from early-childhood block robots to advanced step-by-step coding platforms that build logical thinking and creativity. With over two decades of supplying schools across Korea's public education system, and holding domestic and international safety certifications, Robotron pairs proven manufacturing quality with curriculum-driven learning. At Bett Asia 2026, Robotron is seeking international distributors and education partners to bring its trusted, made-in-Korea robotics education to new markets worldwide.",,,https://robotron.co.kr,,Korea,
Samsung,Stand: Sponsor,"Samsung is reimagining the future of education across Southeast Asia and Oceania by leveraging the power of interactive tools to turn everyday learning moments into deeply engaging experiences. At Bett Asia, Samsung shares its vision for inclusive, holistic learning in the digital era, powered by its solutions, content and services. Together with their network of partners and educators, Samsung is enabling conducive learning environments, engaging learning experiences while provided integrated support to pave the way for future generations to achieve their fullest potential. Find out more",,,https://samsung.com,,Singapore,
Savvas Learning Company,Stand: 1C22,"At Savvas, we believe learning should inspire. By combining new ideas, new ways of thinking, and new ways of interacting, we design engaging, personalized next-generation K-12 learning solutions that give all students the opportunity to succeed. Our award-winning, high-quality instructional materials span every grade level and discipline, from evidence-based, standards-aligned core curricula to supplemental and intervention programs to state-of-the art assessment tools — all designed to meet the needs of every learner.",,,,,United States,
"Shanghai Zhongke Education Equipment Group Co., Ltd.",Stand: 1B23,"Shanghai Zhongke Education Equipment Group (ZHONGKE) has spent 32 years building science laboratories and intelligent teaching systems for schools worldwide. We manufacture science lab equipment, smart classrooms and school furniture, and operate an AI teaching and assessment platform used by more than 15,000 institutions, supplying close to 100,000 teaching instrument sets each year. Our AI assessment technology covers 120+ scoring models for physics, chemistry and biology, validated at 98%+ accuracy across 400,000+ real exam sessions, and is protected by 100+ granted patents and 100+ software copyrights. It is developed through joint research laboratories with East China Normal University, Shanghai Jiao Tong University and Central South University. Certified to ISO 9001, ISO 14001 and CE, we co-founded China's National Institute for K-12 with the Ministry of Education's Center for Educational Equipment. As a factory-direct manufacturer with three production bases, we serve distributors and institutions worldwide.",,,,,Shanghai,
Stageo,Stand: 1B37,"Stageo is a guided growth platform that connects people with real practitioners to pursue learning, upskilling and personal development. Whether you're seeking clarity or offering it, Stageo empowers both learners and practitioners with intelligent tools for booking, payments, engagement and on-demand content. Coaches, tutors, trainers and mentors use Stageo to grow their online presence, streamline their workflow and deliver impactful sessions. The platform integrates AI to deliver insights that enhance learning and development. Fully SaaS-enabled, Stageo is designed to foster human connection and growth at scale, giving practitioners the digital edge to succeed today and the momentum to shape tomorrow.",,,https://stageo.co,,Malaysia,
Switch,Stand: 1B13,"Switch is Malaysia’s largest Apple Premium Partner, committed to transforming teaching and learning experience, and the workplace through the power of Apple technology. As a trusted Apple partner, Switch works closely with schools, higher education institutions, businesses, and government organisations to deliver innovative digital solutions that inspire creativity, collaboration, and productivity. Our education team supports institutions in building future-ready learning environments with Apple devices, classroom deployment, device management, teacher enablement with professional development and ongoing technical support. Beyond education, Switch empowers organisations with end-to-end Apple solutions, including device deployment, device lifecycle management, financing, trade-in programmes, and professional managed services to accelerate digital transformation. With a nationwide presence, certified specialists, and a customer-first approach, Switch is dedicated to helping educators and organisations unlock the full potential of Apple technology. Whether enabling engaging classrooms or modern workplaces, Switch delivers trusted expertise and tailored solutions that drive meaningful outcomes across Malaysia.",,,https://shop.switch.com.my,,Malaysia Website www.switch.com.my,
The Invigilator,Stand: 1B21,"The Invigilator is an innovative education technology company specializing in online proctoring and digital assessment solutions. Founded to help institutions maintain academic integrity in remote and blended learning environments, the company provides technology that enables secure, scalable, and user-friendly online examinations. Its platform incorporates identity verification, examination monitoring, behavioural analysis, and advanced security features designed to support trustworthy assessment outcomes. The Invigilator places strong emphasis on privacy, compliance, and ethical AI, embedding privacy-by-design and security-by-design principles into its products and development processes. Serving higher education institutions, professional bodies, and training organisations, the company continually enhances its solutions through technological innovation, AI-driven capabilities, and seamless integrations with learning and assessment ecosystems. With a growing international presence and a commitment to improving assessment integrity, The Invigilator helps institutions confidently deliver credible digital assessments while adapting to the evolving future of education and skills certification.",,,https://invigilator.app,,South Africa,
Toddle,Stand: 1D32,"Built for teachers by teachers, Toddle is an AI-powered teaching & learning platform for progressive K-12 schools. Going beyond a typical LMS, Toddle helps you streamline all your work - from curriculum planning and assessments to progress reports and school-home communication. 2,000+ leading schools around the world run on Toddle.",,,https://toddleapp.com,,Phoenix,
UK Government,Stand: 1D11-E10,"On behalf of the UK Department for Business and Trade’s International Education Team, we would like to welcome you to BETT Asia. After the resounding success of our presence in 2024, we are pleased to host a high-profile UK Pavilion, stand 1D11-E10 hosting world-class UK providers who are keen to engage with education stakeholders from across Asia. The UK is home to over 1,000 innovative EdTech companies, and we have 12 of Europe’s top twenty providers, a vast majority of whom are keen to partner with organisations in the region, to help improve learning outcomes. A visit to our stand will present you with an exciting variety of providers who can offer adaptable EdTech offers. These can be applied successfully for all ages of school, Vocational Training, Lifelong learning, in ensuring that young students are prepared for the world of work and make the right career choices, English Language Training, and, importantly, wellbeing. The International Education sector team was established to work with overseas governments and businesses that want to engage UK partners in small or largescale projects. We ensure that you can access UK expertise; we also work closely with UK Export Finance who can assist in financing overseas projects.",,,,,Barnstaple,
upGrad,Stand: 1A21,"upGrad is a global higher education and upskilling company focused on empowering learners and professionals with future-ready skills. Through partnerships with leading universities and institutions, upGrad offers industry-relevant programs across education, artificial intelligence, technology, data science, business, and management. Its learning ecosystem combines academic expertise, industry-led learning, and technology-enabled education to help individuals build relevant skills and advance their careers. With a strong focus on emerging technologies and the future of work, upGrad is committed to making high-quality, accessible, and career-focused education available to learners worldwide.",,,https://upgrad.com,,Singapore,
Verkada,Stand: 1A11,"Verkada is a global leader in cloud physical security, enabling educational institutions to protect students, staff, and property, while maintaining privacy. Trusted by 33,000+ organizations, including 110+ Fortune 500, Verkada empowers schools to operate safer, smarter, and more efficient campuses. In Southeast Asia, institutions including KIS International School, Harrow International School Bangkok, and British School Manila, rely on Verkada to enhance campus safety, operational efficiency, and long-term sustainability. Designed with simplicity and scalability in mind, Verkada provides educational leaders with real-time insight into campus activity, enabling faster incident response, streamlined operations, and compliance with safety and privacy regulations. Schools face unique challenges such as large visitor flows, multi-campus management, and environmental monitoring, all of which are simplified with Verkada’s unified platform.",,,https://verkada.com,,Singapore,
Wayground (Formerly Quizizz),Stand: 1A19,"Wayground is an AI-supported, teacher-first supplemental learning platform that brings instruction, practice, and assessment together in one hub. Formerly known as Quizizz, Wayground helps educators create engaging learning experiences, find ready-to-use resources, and understand student progress without adding more complexity to the school day. From formative checks and interactive lessons to differentiated practice, Wayground supports the many ways students learn. AI works in the background through tools such as AI Create, AI Enhance, and AI Analyze, helping teachers spend less time preparing and more time responding to what their students need. Teachers remain in control, because technology should strengthen human connection, not replace it. Trusted by teachers in over 90% of U.S. schools and used in 150 countries, Wayground helps schools make learning more accessible, engaging, and meaningful. Whether educators are introducing a new concept, reinforcing key skills, or checking for understanding, Wayground helps every student find their way.",,,https://wayground.com,,United States,
White Rose Education,Stand: 1D11-E10,"White Rose Education is a well-known UK-based organisation focussed on providing high-quality mathematics and science education resources for teachers and students. We provide a structured set of teaching materials, lesson guidance, worksheets, and videos that are designed to help educators implement effective teaching in the classroom. The resources cover a wide range of topics across both primary and secondary phases. We also offer support for professional development for teachers, workshops, and training materials to help educators effectively teach mathematics and science using evidence-based approaches. Our resources are written by teachers, for teachers and our vision is to provide a world-class education, for everyone, everywhere.",,,,,United Kingdom Website whiteroseeducation.com/,
ZEP,Stand: S1,"ZEP is a leading Korean metaverse-based EdTech and corporate training platform with over 17 million users. Best known for its flagship service, ZEP QUIZ, the company enables educators and organizations to create gamified learning experiences through interactive quizzes and escape rooms set in customizable pixel-art virtual worlds. With features like AI-generated questions, real-time avatar interaction, instant feedback, and no-login access, ZEP delivers highly engaging, accessible learning and collaboration experiences.",,,,,Korea,
